DATE,OPEN,CLOSE,HIGH,LOW,VOLUME
4/10/2012,450.48,449.62,451.57,448.16,10439755
5/10/2012,450.44,453.2,453.2,449.6,14042170
8/10/2012,452.48,460.26,460.26,452.48,16699543
9/10/2012,461.06,460.09,462.51,458.47,17391771
10/10/2012,459.94,461.71,461.71,459.47,15860330
11/10/2012,462.4,461.28,465.24,461.28,18699460
12/10/2012,461.09,460.18,463.07,459.95,34944870
15/10/2012,459.57,461.34,462.82,459.56,15465100
16/10/2012,461.63,471.68,471.68,461.63,17691713
17/10/2012,472.05,469.39,473.67,468.03,35592860
18/10/2012,467.79,471.96,472.31,467.39,17550860
19/10/2012,472.87,471.26,474.49,466.45,22773140
22/10/2012,470.72,469.39,470.94,466.48,25756720
23/10/2012,470.51,469.82,470.99,467.59,25299190
24/10/2012,470.13,466.62,470.57,466.32,17251038
25/10/2012,464.31,459.93,464.81,459.23,22838400
26/10/2012,459.43,462.16,463.94,459.43,7502320
29/10/2012,460.57,461.03,463.25,459.7,17754511
30/10/2012,460.91,459.04,462.71,459.04,8540080
31/10/2012,458.41,458.56,460.57,456.38,44087602
1/11/2012,458.3,458.06,460.76,458.06,33147894
2/11/2012,452.83,441.9,452.83,441.42,23995640
5/11/2012,437.29,446.51,446.51,437.16,12484210
6/11/2012,446.05,446.63,449.31,443.86,33152701
7/11/2012,447.42,450.83,451.4,444.53,15100920
8/11/2012,449.12,455.78,455.78,448.46,12214910
9/11/2012,456.07,457.23,457.23,453.2,12601850
12/11/2012,455.92,460.56,460.64,455.92,21012810
13/11/2012,457.5,455.08,458.65,455.08,10369580
14/11/2012,454.09,458.21,459.86,453.77,9879190
15/11/2012,460.72,457.08,461.97,456.35,13101890
16/11/2012,454.82,455.67,455.79,452.1,7725610
19/11/2012,454.63,452.36,455.92,451.04,10167156
20/11/2012,452.12,455.1,455.66,450.4,10853260
21/11/2012,454.57,452.87,456.43,451.55,10760074
22/11/2012,451.76,452.24,453.43,450.94,5049270
23/11/2012,452.71,449.73,452.71,449.09,9467286
26/11/2012,450.54,445.17,450.64,444.54,7478590
27/11/2012,444.89,443.68,445.77,442.47,7346459
28/11/2012,442.51,441.49,443.5,439.32,13739050
29/11/2012,442.57,444.27,444.66,442.16,12924450
30/11/2012,445.16,443.68,446.64,442.68,9187387
3/12/2012,443.6,445.72,445.72,440.39,10887180
4/12/2012,445.47,448.02,448.09,444.34,11922225
5/12/2012,449.13,451.61,453.64,448.98,14725600
6/12/2012,451.26,451.72,452.34,449.84,8336480
7/12/2012,452.51,449.81,452.56,449.81,11901051
10/12/2012,451.46,453.69,454.42,449.8,18103810
11/12/2012,453.05,455.9,455.9,452.45,16615650
12/12/2012,454.59,457.64,460.78,452.14,17581580
13/12/2012,458.6,457.83,461.12,456.8,16252056
14/12/2012,459.53,460.74,463,459.53,15354895
17/12/2012,459.33,462.25,464.62,459.33,40346283
18/12/2012,465.23,460.42,465.23,459.38,23063830
19/12/2012,463.08,467.12,467.12,462.36,31201120
20/12/2012,467.38,468.32,469.75,465.72,48910265
21/12/2012,466,465.24,468.9,460.44,34060170
24/12/2012,465.23,466.99,468.47,463.57,14118970
25/12/2012,468.95,469.15,469.24,464.72,16208120
26/12/2012,466.79,475.93,475.93,465.15,20414860
27/12/2012,476.18,480.85,482.15,476.18,23956110
28/12/2012,480.73,485.38,485.38,477.55,16518080
2/1/2013,486.41,490.82,492.29,485.37,22641550
3/1/2013,490.58,491.34,492.34,483.84,35219262
4/1/2013,489.71,498.31,499.85,487.95,21387780
7/1/2013,500.58,509.18,509.61,498.54,26031020
8/1/2013,512.41,525.36,525.36,511.64,65840432
9/1/2013,534.18,531.52,539.75,521.64,61607930
10/1/2013,530.1,545.8,545.8,526.32,38527310
11/1/2013,556.64,545.72,556.64,545.24,31774120
14/01/2013,538.43,537.42,542.23,533.41,27779640
15/01/2013,538.37,542.73,542.73,535.59,29523420
16/01/2013,544.32,546.34,552.11,543.73,30711880
17/01/2013,545.87,537.75,547.46,537.75,31723670
18/01/2013,538.35,534.97,539.66,529.51,30352710
21/01/2013,534.72,527.89,536.81,527.89,12761250
22/01/2013,530.91,521.19,530.91,518.93,17301730
23/01/2013,521.71,521.92,526.33,519.32,12905400
24/01/2013,523.4,532.11,532.18,522.56,11320000
25/01/2013,535.59,547.31,547.31,535.59,23302400
28/01/2013,551.84,562.6,568.44,551.84,37768410
29/01/2013,561.28,569.6,569.6,558.57,34904250
30/01/2013,572.25,572.76,577,568.15,29159290
31/01/2013,569.01,564.01,569.6,563.81,20070490
1/2/2013,562.91,566.09,566.09,555.31,36523604
4/2/2013,566.36,562.07,569.68,562.07,20183436
5/2/2013,561,556.83,562.92,556.83,30359637
6/2/2013,560.64,570.03,570.52,560.64,22214280
7/2/2013,573.21,571.59,576.14,569.46,21558510
8/2/2013,573.39,574.18,576.47,569.57,13101500
18/02/2013,577.69,574.43,578.57,573.76,17174080
19/02/2013,573.74,570.22,574.88,569.32,27026910
20/02/2013,565.83,572.38,573.73,565.38,19244500
21/02/2013,571.6,550.42,574.47,550.42,28137990
22/02/2013,557.1,551.33,562.7,542.52,29462370
25/02/2013,555.95,558.17,558.9,552.22,13807063
26/02/2013,557.73,536.94,557.73,535.69,26926760
27/02/2013,537.15,535.86,539.57,529.76,18834590
28/02/2013,539.35,545.68,547.75,539.35,17404590
1/3/2013,548.92,547.7,551.49,546.85,12333780
4/3/2013,546.18,534.53,549.47,534.53,19607530
5/3/2013,533.74,528.29,533.88,525.8,15478930
6/3/2013,532.81,539.08,539.08,531.37,9619410
7/3/2013,538.97,533.69,542.11,533.69,14167490
8/3/2013,535.82,540.01,541.65,535.82,9331490
11/3/2013,542.44,550.22,550.22,541.44,16745976
12/3/2013,547.33,547.63,551.98,541.89,17545750
13/03/2013,549.52,542.94,551,542.71,16299510
14/03/2013,541.14,546.15,546.15,540.41,16328330
15/03/2013,546.98,553.33,553.33,545.86,40230250
18/03/2013,553.19,548.72,553.19,548.72,14145520
19/03/2013,547.04,547.22,549.8,545.23,10403080
20/03/2013,547.15,551.15,553.39,547.1,15467200
21/03/2013,552.91,559.39,561.17,552.46,16237050
22/03/2013,560.04,554.84,566.08,551.8,19886870
25/03/2013,555.2,561.81,561.81,554.12,11961010
26/03/2013,563.31,557.17,563.92,557.17,15688383
27/03/2013,556.86,554.83,558.29,552.82,13420590
28/03/2013,556.14,551.92,556.16,550.47,13628770
29/03/2013,549.52,552.28,553.88,543.26,10336750
1/4/2013,553.38,566.98,566.98,551.8,19903590
2/4/2013,568.04,573.5,577.33,568.04,28288150
3/4/2013,572.38,569.33,575.62,567.25,19646830
4/4/2013,569.45,564.39,571.45,564.09,18312940
5/4/2013,567.66,570.2,570.83,564.05,18233321
8/4/2013,572.22,575.02,576.06,569.7,18368230
9/4/2013,573.21,575.93,579.04,572.58,19713050
10/4/2013,576.24,558.37,581.01,558.37,25361630
11/4/2013,562.04,565.76,565.76,557.56,23347480
12/4/2013,566.68,557.77,566.94,552.24,18954840
15/04/2013,555.44,540.83,555.44,539.56,20452890
16/04/2013,534.44,538.17,539.64,525.82,17844459
17/04/2013,542.75,543.99,544.9,536.82,9195080
18/04/2013,537.97,532.44,539.55,529.26,14712630
22/04/2013,530.23,527.63,531.12,525.43,12553482
23/04/2013,528.17,532.24,534.24,528.16,9970680
24/04/2013,532.97,531.69,535.43,531.69,10983022
25/04/2013,534.5,537.23,537.79,534.5,9167670
26/04/2013,537.4,537.37,540.6,535.79,8607490
2/5/2013,536.15,536.25,539.6,534.51,8705010
3/5/2013,533.87,539.33,539.33,533.69,7778390
6/5/2013,542.29,551.99,551.99,542.29,14217840
7/5/2013,553.45,549.57,555.64,547.85,16358350
8/5/2013,551.28,549.74,552.26,548.58,33500925
9/5/2013,549.28,552.53,553.87,549.28,66989450
10/5/2013,552.22,551.81,554.89,549.93,54737853
13/05/2013,552.55,554.38,555.23,552.55,18345350
14/05/2013,552.64,548.27,552.64,545.65,15614796
15/05/2013,547.87,551.81,553.03,547.67,14400706
16/05/2013,552.26,556.01,557.76,551.93,20541022
17/05/2013,555.57,553.51,558.34,553.51,18522510
20/05/2013,552.78,558.79,559.12,551.74,17872867
21/05/2013,563.15,566.46,570.06,562.28,37274373
22/05/2013,570.39,567.79,570.56,567.52,23394898
23/05/2013,566.71,561.79,570.81,562.6,26188017
24/05/2013,562.36,563.81,567.87,560.15,22900046
27/05/2013,567.9,574.82,579.38,567.9,24475400
28/05/2013,578.68,577.4,579.3,573.94,28323860
29/05/2013,579.57,579.33,583.34,572.89,31853885
30/05/2013,581.74,584.7,584.7,579.47,22110090
31/05/2013,585.78,581.95,591.05,581.95,81793477
3/6/2013,581.66,580.89,585.09,579.77,20919290
4/6/2013,585.29,574.95,585.72,574.95,27441920
5/6/2013,575.55,577.28,577.65,572.54,18821640
6/6/2013,575.13,582.92,583.7,575.13,25257110
7/6/2013,585.01,588.21,588.21,583.63,24381304
10/6/2013,591.62,584.11,593.17,584.11,41606431
11/6/2013,584.68,581.15,584.68,580.01,28986641
12/6/2013,580.77,575.39,582.75,575.39,21208190
13/06/2013,574.6,571.79,576.16,565.9,20040703
14/06/2013,571.43,562.97,574.57,562.97,18712100
17/06/2013,562.93,552.73,563.86,551.27,28223080
18/06/2013,551.12,552.87,554.03,547.87,21977680
19/06/2013,554.64,556.73,557.8,554.07,15884770
20/06/2013,555.53,555.01,558.33,553.86,17185750
21/06/2013,552.85,553.57,555.84,550.31,46476870
24/06/2013,554.47,546.56,556.13,543.73,24533567
25/06/2013,541.25,530.46,541.25,522.29,33835152
26/06/2013,531.32,529.88,532.56,522.6,39602970
27/06/2013,532.61,539.89,539.89,530.6,20796273
28/06/2013,541.3,538.54,542.7,536.99,36570753
1/7/2013,535.91,534.85,537.02,531.45,11296657
2/7/2013,536.2,544.98,544.98,536.2,13320400
3/7/2013,545.17,543.95,549.3,543.2,21364490
4/7/2013,545.55,543.66,547.28,543.66,16724739
5/7/2013,544.74,543.38,546.61,542.11,14061340
8/7/2013,542.75,539.92,543.3,537.57,11990260
9/7/2013,539.25,541.53,541.87,537.57,10562770
10/7/2013,543.52,538.97,544.73,538.97,10890230
11/7/2013,538.9,539.51,539.85,537.25,14152845
12/7/2013,540.5,548.27,548.27,540.33,25430954
15/07/2013,551.41,548.6,551.65,547.04,19391506
16/07/2013,548.82,549.75,552.46,548,18050730
17/07/2013,551.01,551.38,552.52,547.44,19442980
18/07/2013,549.79,550.67,554.71,548.58,24407929
19/07/2013,551.88,556.56,557.45,551.88,23350570
22/07/2013,557.23,557.97,560.49,554.38,25261010
23/07/2013,557.24,556.79,559.68,556.07,25702762
24/07/2013,556.08,548.24,556.11,547.1,27701730
25/07/2013,547.55,544.15,548.84,543.52,23726800
26/07/2013,544.46,544.88,546.67,539.83,29095160
29/07/2013,544.4,537.42,544.99,536.51,14111860
30/07/2013,537.45,541.78,543.04,537.03,12972849
31/07/2013,540.68,542.52,543.69,538.66,24821410
1/8/2013,540.53,543.56,544.68,540.27,13736146
2/8/2013,544.39,545.59,546.63,543.91,9541290
5/8/2013,544.55,546.18,548.71,544.17,12708786
6/8/2013,545.79,549.45,549.45,544.57,11834990
7/8/2013,550.32,553.29,554.53,548.26,16223550
8/8/2013,553.13,550.07,556.75,550.07,9666510
9/8/2013,551.14,552.27,553.72,550.54,10375750
12/8/2013,552.49,550.07,552.67,549.23,14118722
13/08/2013,550.5,550.36,553.92,548.53,12511780
14/08/2013,549.7,554.34,554.34,547.53,12408809
15/08/2013,554.35,559.07,560.46,554.35,21892450
16/08/2013,558.72,559.16,561.12,556.26,19636120
19/08/2013,559.07,561.62,565.56,558.71,23883480
20/08/2013,560.54,557.52,562.29,556.05,26940510
21/08/2013,557.9,555.93,557.9,549.42,18309800
22/08/2013,553.71,549.54,556.44,546.7,20514444
23/08/2013,549.69,542.08,550.73,537.73,23337010
26/08/2013,541.29,543.38,543.38,533.46,17687710
27/08/2013,541.81,539.97,542.81,538.57,9998540
28/08/2013,535.43,528.62,535.66,523.27,29124195
29/08/2013,528.17,523.51,531.03,523.51,19472740
30/08/2013,523.89,531.23,531.23,517.75,15889440
3/9/2013,531.15,527.92,533.1,525.96,12601259
4/9/2013,528.07,525.66,530.5,522.86,42213170
5/9/2013,526.61,531.71,531.9,523.91,21258020
6/9/2013,532.8,534.8,535.44,529.48,25969759
9/9/2013,529.14,524.17,530.51,523.38,25075830
10/9/2013,525.8,530.19,530.59,525.8,10040240
11/9/2013,531.43,531.91,534.42,528.89,12976670
12/9/2013,530.21,531.17,532.6,529.62,15056402
13/09/2013,530.09,531.21,532.8,529.08,12441240
16/09/2013,532.54,531.99,534.87,529.56,17895800
17/09/2013,534.25,535.8,536.65,533.13,15057260
18/09/2013,536.15,531.63,536.27,530.54,16672933
19/09/2013,532.9,533.83,537,532.9,16656614
20/09/2013,533.83,537.57,537.57,532.27,63627980
23/09/2013,535.47,540.25,540.25,534.19,16804300
24/09/2013,539.43,543.23,544.37,539.43,49444302
25/09/2013,542.38,545.83,549.39,542.35,31588478
26/09/2013,545.42,545.83,547.58,542.6,18603600
27/09/2013,544.55,545.49,547.56,543.33,20019930
30/09/2013,546.1,551.56,551.56,545.43,26580710
1/10/2013,551.71,549.63,555.21,549.32,43037330
2/10/2013,550.36,552.73,554.16,549.91,22365070
3/10/2013,552.4,549.58,552.7,548.4,19464450
4/10/2013,549.74,552.07,552.27,548.63,18064390
7/10/2013,552.55,557.54,557.95,552.3,27142384
8/10/2013,557.83,558.55,560.36,555.02,30360787
9/10/2013,556.46,556.72,557.78,555.76,18788830
10/10/2013,556.19,551.86,557.46,551.86,23201490
11/10/2013,551.89,552.16,555.81,551.89,17163830
14/10/2013,551.29,551.48,552.68,549.63,11170280
15/10/2013,550.7,553.9,553.9,550.58,20471050
16/10/2013,553.14,557.15,558.51,552.69,24605210
17/10/2013,559.67,557.79,560.04,556.6,23138830
18/10/2013,557.32,559.38,560.03,555.7,21485580
21/10/2013,561.28,561.3,562.91,559.25,29607830
22/10/2013,560.22,560.36,563.19,558.61,23452100
23/10/2013,562.07,565.28,565.78,562.06,28504050
24/10/2013,564.71,562.02,566.53,561.47,35065341
25/10/2013,563.01,560.57,563.03,559.18,30192660
28/10/2013,560.4,555.95,560.84,555.95,20275540
29/10/2013,553.5,556.15,556.94,552.54,22205330
30/10/2013,557.07,557.23,558.87,556.95,19802330
31/10/2013,557.69,555.56,558.53,555.86,13912020
1/11/2013,557.02,554.73,557.18,553.85,15610554
4/11/2013,555.49,554.97,555.93,552.24,18934750
5/11/2013,555.47,557.72,557.95,552.83,17979878
6/11/2013,560.22,561.93,561.93,559.15,26051500
7/11/2013,561.63,559.12,562.75,558.83,28912300
8/11/2013,558.4,556.78,559.75,556.78,17921460
11/11/2013,557.02,559.32,559.95,556.03,23577120
12/11/2013,559.24,555.11,559.77,554.08,28924099
13/11/2013,554.33,553.09,556.26,552.84,20147340
14/11/2013,552.47,555.73,555.73,552.35,22896750
15/11/2013,555.38,559.75,559.9,555.38,25459490
18/11/2013,562.54,565.36,567.05,562.54,36419976
19/11/2013,565.72,564.89,567.55,564.89,24246110
20/11/2013,564.8,566.44,566.44,562.82,26738900
21/11/2013,567.09,563.45,571.43,563.45,44408034
22/11/2013,565.08,566.28,567.39,562.87,27669116
25/11/2013,566.66,567.42,571.14,566.66,30501597
26/11/2013,567.15,568.85,570.95,565.31,26099160
27/11/2013,571.1,568.33,573.34,568.1,25980238
28/11/2013,569.18,570.56,570.56,568.33,17915305
29/11/2013,569.07,569.06,570.78,568.13,20769700
2/12/2013,569.66,568.87,569.92,568.09,17577511
3/12/2013,568.29,571.71,575.72,568.29,39043230
4/12/2013,572.23,570.91,572.87,570.46,28404770
5/12/2013,570.69,569.18,572.83,567.83,25729920
6/12/2013,569.31,570.11,571.54,568.51,20617600
9/12/2013,574.92,573.21,575.26,572.75,34129990
10/12/2013,574.15,572.13,575.59,570.68,18726370
11/12/2013,572.12,565.69,572.28,564.39,29187900
12/12/2013,563.69,567.4,568.19,562.55,32639990
13/12/2013,567.76,566.47,569.69,566.03,18517680
16/12/2013,563.59,560.93,567.97,560.93,18461180
17/12/2013,561.88,565.94,565.94,561.61,15680770
18/12/2013,564.9,566.27,566.55,563.99,13327670
19/12/2013,566.37,565.52,568.03,565.32,26277040
20/12/2013,565.98,560.68,566.37,560.68,46015640
23/12/2013,562.86,565.98,566.79,562.54,32253257
24/12/2013,566.33,562.85,567.01,562.85,19454190
25/12/2013,563.68,561.18,563.71,559.99,14568370
26/12/2013,561.13,562.45,564.75,560.72,28915888
27/12/2013,562.73,562.28,565.34,562.28,18961240
30/12/2013,562.27,556.37,563.18,556.37,29778420
31/12/2013,556.82,562.2,563.54,554.68,18494064
2/1/2014,563.41,562,564.33,559.89,16598804
3/1/2014,561.35,562.8,563.61,560.98,14269778
6/1/2014,563.89,566.3,566.3,561.12,18908710
7/1/2014,567.26,568.15,571.13,567.26,25600750
8/1/2014,568.2,573.11,573.64,566.61,25658050
9/1/2014,572.02,577.19,577.19,572.02,28292900
10/1/2014,577.75,576.16,581.07,576.16,42928940
13/01/2014,576.52,576.61,579,575.73,26244854
14/01/2014,576.81,580.59,582.97,575.8,36366022
15/01/2014,582.1,583.07,585.32,580.16,34214775
16/01/2014,584.94,589.46,589.46,582.62,34470550
17/01/2014,594.37,605.5,612.23,594.37,54546360
20/01/2014,607.09,620.69,627.53,607.09,41439419
21/01/2014,624.61,634.08,634.08,614.5,41780209
22/01/2014,634.36,626.04,640.05,625.7,52404605
23/01/2014,624.08,626.62,630.31,621.85,27657710
24/01/2014,628.28,627.91,628.38,623.72,31623740
27/01/2014,622.98,624.7,624.75,622.79,28410180
6/2/2014,623.2,626.31,629.39,619.05,34844750
7/2/2014,629.98,622.82,632.24,621.97,47080630
10/2/2014,622.93,631.42,631.42,622.46,41007880
11/2/2014,634.9,627.4,637.26,627.4,66759605
12/2/2014,629.72,637.79,637.79,627.33,48631680
13/02/2014,640.18,641.73,643.65,637.29,60104800
14/02/2014,641.81,641.41,645.94,639.57,52979490
17/02/2014,638.47,638.8,642.72,635.28,62607760
18/02/2014,640.04,645.6,645.6,638.32,57402640
19/02/2014,648.91,650.43,650.57,645.44,51215870
20/02/2014,650.47,638.7,654.31,631.73,88718350
21/02/2014,637.93,639.37,643.63,630.1,44778040
24/02/2014,641.39,648.49,648.49,638.1,42007340
25/02/2014,645.99,661.53,661.53,645.99,52382610
26/02/2014,668.59,667.91,669.62,659.74,60530852
27/02/2014,666.72,662.74,677.66,662.74,88557092
28/02/2014,664.16,663.81,668.42,657.21,47856567
3/3/2014,663.17,643.95,663.48,643.95,52882470
4/3/2014,636.93,638.79,641.89,631.93,48305210
5/3/2014,646.23,645.76,647.85,642.66,34959360
6/3/2014,646.39,648.62,650.74,645.3,42796750
7/3/2014,650.93,651.46,654.2,650.09,48526240
10/3/2014,652.54,655.8,656.87,651.78,50496830
11/3/2014,656.93,661.61,662.85,653.7,51750016
12/3/2014,665.92,663.84,672.15,663.84,55769820
13/03/2014,664.1,669.21,669.21,661.95,50217918
14/03/2014,669.7,668.39,673.91,665.77,52612890
17/03/2014,672.54,672.15,673.8,669.54,59277290
18/03/2014,671.87,673.68,677.52,669.66,78028720
19/03/2014,673.56,681.94,681.94,673.53,68011960
20/03/2014,683.11,676.08,684.8,674.97,70719960
21/03/2014,676.93,679.98,688.7,676.43,114077740
24/03/2014,688.29,689.32,690.57,683.95,63258780
25/03/2014,689.22,682.75,692.83,682.75,92287170
26/03/2014,684.6,664.87,685.25,663.77,89674510
27/03/2014,665.72,669.89,670.34,658.32,53821180
28/03/2014,672.57,676.31,677.71,670.94,45293720
31/03/2014,677.7,670.43,678.81,670.43,43221220
1/4/2014,669.93,660.13,672.23,657.86,68709519
2/4/2014,661.05,658.01,663.53,649.14,52173783
3/4/2014,661.44,664.88,667.42,659.39,35673320
4/4/2014,665.33,667.33,667.34,662.5,57598710
7/4/2014,669.3,672.97,674.7,669.3,41518200
8/4/2014,673.2,672.06,675.44,670.82,53406348
10/4/2014,674.68,670.06,677.09,667.57,44916097
11/4/2014,665.35,665.85,668.29,662.13,44587760
14/04/2014,668.96,661.12,668.96,661.12,46469000
15/04/2014,660.76,647.74,663.36,647.74,50222720
16/04/2014,644.19,634.76,646.21,626.26,58424665
17/04/2014,640.62,642.48,645.41,636.57,43697040
18/04/2014,642.08,621.13,642.08,621.13,39810080
21/04/2014,619.86,613.67,625.25,613.67,32134910
22/04/2014,615.05,630.88,630.88,612.23,40731570
23/04/2014,630.5,629.78,636.57,626.62,24605680
24/04/2014,629.72,629.16,631.77,626.94,18411429
25/04/2014,629.65,636.35,637.46,629.65,25696280
28/04/2014,636.49,628.9,638.27,628.9,22311840
29/04/2014,626.58,632.1,633.01,626.58,16652730
5/5/2014,631.64,614.36,631.95,613.75,29283031
6/5/2014,613.38,605.2,613.38,593.85,38463970
7/5/2014,606.87,609.51,612.49,603,18713600
8/5/2014,598.77,575.31,598.77,572.28,76965300
9/5/2014,568.97,587.91,588.54,568.97,37240570
12/5/2014,578.81,563.3,578.81,556.45,41981908
13/05/2014,552.56,560.11,564.5,552.56,39749641
14/05/2014,556.94,581.83,581.83,556.84,38908900
15/05/2014,581.2,575.53,589.78,562.23,45118330
16/05/2014,573.63,581.93,582.69,569.91,35672964
19/05/2014,582.54,589.31,590.5,577.93,34275270
20/05/2014,586.35,590.27,590.61,581.61,29364380
21/05/2014,590.69,596.82,597.78,585.1,35412680
22/05/2014,595.27,592.75,600.15,592.75,35336520
23/05/2014,593.68,594.35,597.43,591.77,21959930
26/05/2014,594.04,596.24,597.8,588.05,18725670
27/05/2014,596.01,605.87,606.02,595.38,39124780
28/05/2014,608.25,614.88,615.46,608.25,34955110
29/05/2014,614.21,615.01,622.35,611.75,38109190
30/05/2014,614.32,618,619.25,612.78,28463540
2/6/2014,614.74,610.99,617.68,607.91,24822924
3/6/2014,611.11,612.49,614.82,608.28,15969180
4/6/2014,612.97,603.83,613.38,601.06,21346837
5/6/2014,601.64,601.6,604.76,597.7,14106760
6/6/2014,603.72,608.48,608.48,602.19,17755870
9/6/2014,609.2,610.92,615.47,606.3,36867040
10/6/2014,609.97,608.59,612.27,608.59,25100050
11/6/2014,609.36,615.52,615.52,609.2,28438730
12/6/2014,615.99,616.11,617.66,612.09,31693300
13/06/2014,616.24,617.73,620.84,614.61,24651670
16/06/2014,619.98,618.62,620.86,618.07,34154270
17/06/2014,617.56,620.61,622.73,616.65,34052930
18/06/2014,619.71,618.61,622.69,618.61,27490455
19/06/2014,612.72,613.82,617.03,606.96,35572230
20/06/2014,616.09,607.23,619.32,607.23,72297680
23/06/2014,609.03,609.99,613.06,609.03,19391870
24/06/2014,609.75,612.54,613.75,608.67,23548580
25/06/2014,612.63,618.1,619.02,612.63,37650500
26/06/2014,618.1,619.91,622.37,616.4,35991540
27/06/2014,619.51,616.85,621.23,616.85,24619600
30/06/2014,617.01,615.06,619.03,615.06,19832593
1/7/2014,615.87,617.96,621.1,615.43,29088188
2/7/2014,618.77,620.2,622.41,617.69,34959502
3/7/2014,621.91,627.17,627.17,621.91,45992016
4/7/2014,628.06,631.02,633.22,628.06,47905512
7/7/2014,635.49,636.75,639.55,634.62,38757450
8/7/2014,637.74,636.21,638.91,632.25,31887390
9/7/2014,636.26,636.64,638.15,635.14,31400950
10/7/2014,635.73,628.78,635.73,625.16,41042080
11/7/2014,627.44,627.1,629.45,623.73,22479941
14/07/2014,628.48,632.54,632.54,627.08,23707150
15/07/2014,635.41,636.09,637.81,635.41,62671250
16/07/2014,641.52,637.13,643.03,637.13,37348700
17/07/2014,635.91,636.3,638.56,633.36,23431017
18/07/2014,635.73,645.52,645.52,635.31,54830350
21/07/2014,644.77,645.33,650.97,642.56,31267710
22/07/2014,644.75,641.95,645.57,640.13,26139070
23/07/2014,642.74,640.84,643.56,638.97,16038882
24/07/2014,640.07,646.64,647.4,640.07,22571950
25/07/2014,647.6,641.96,650.57,641.96,29448108
28/07/2014,640.13,630.3,640.27,628.1,49563110
29/07/2014,630.61,633.58,633.58,627.24,28258930
30/07/2014,631.62,629.07,635.22,629.07,48225460
31/07/2014,628.93,637.04,637.07,628.41,28029670
1/8/2014,635.87,635.01,636.75,632.8,30186693
4/8/2014,631.14,638.98,639.18,631.14,34388810
5/8/2014,640.25,643.56,643.56,638.75,35212020
6/8/2014,643.56,644,647.63,641.58,42573283
7/8/2014,641.04,644.19,644.46,639.54,40684260
8/8/2014,644.04,641.93,646.3,640.18,49747580
11/8/2014,639.43,638.22,642.15,636.48,37012500
12/8/2014,637.22,639.96,642.93,635.82,37861347
13/08/2014,639.75,645.17,645.17,639.75,44157220
14/08/2014,646.42,649.85,650.49,645.85,51688055
15/08/2014,649.62,645.13,650.09,645.13,48752269
18/08/2014,646.35,647,649.18,643.94,72437060
19/08/2014,647.98,645.46,650.2,644.7,58793082
20/08/2014,645.9,645.44,649.32,643.29,45812020
21/08/2014,644.95,649.94,653.44,644.95,80585280
22/08/2014,650.99,654.96,657.39,650.99,80158750
25/08/2014,659.13,661.76,663.42,657.74,88200394
26/08/2014,665.3,668.25,670.29,663.81,61209830
27/08/2014,670.8,667.9,674.6,664.19,73388500
28/08/2014,667.35,668.96,673.29,666.36,64719770
29/08/2014,672.14,676.82,678.68,668.36,92018350
3/9/2014,681.09,678.9,684.82,678.48,86774060
4/9/2014,678.4,678.59,680.41,675.32,62941041
5/9/2014,678.81,677.62,679.7,675.84,56328108
8/9/2014,681.26,678.83,683.36,678.41,70406392
9/9/2014,678.83,664.65,678.89,659.97,110018302
10/9/2014,663.89,666.42,667.55,653.53,59546120
11/9/2014,668.19,665.09,670.39,663.84,55598660
12/9/2014,666.15,669.78,669.87,664.23,50735150
15/09/2014,670.67,668.42,674.09,668.42,100975760
16/09/2014,666.69,666.66,668.96,659.97,81080390
17/09/2014,667.79,665.66,671.3,664.33,81994170
18/09/2014,665.51,659.63,668.2,658.02,69883410
19/09/2014,658.86,654.54,662.48,654.54,146925190
22/09/2014,659.72,653.19,662.6,653.19,65923748
23/09/2014,652.88,658.31,663.41,652.76,53882256
24/09/2014,656.97,655.14,661.13,653.34,53660269
25/09/2014,653.53,653.39,653.72,642.83,56426240
26/09/2014,655.55,649.63,656.44,649.63,57387200
29/09/2014,650.08,642.98,650.08,642.98,55790948
30/09/2014,641.13,644.25,646.88,637.85,67827302
1/10/2014,648.98,655.06,655.85,648.87,72810585
2/10/2014,655.97,659.64,659.83,653.03,72089190
3/10/2014,659.05,659.25,663.54,658.04,77746089
6/10/2014,658.84,662.43,663.65,657.93,57512850
7/10/2014,661.84,659.16,662.16,658.14,61145750
8/10/2014,657.35,658.98,661.67,655.15,57090200
9/10/2014,660.9,657.11,662.75,657.11,49812310
10/10/2014,655.72,651.72,659.11,651.52,49988205
13/10/2014,650.76,651.07,653.69,646.51,44170646
14/10/2014,651.91,641.13,653.1,641.13,38194800
15/10/2014,640.12,641.63,642.63,634.34,43882610
16/10/2014,639.79,623.76,639.98,622.03,71592840
17/10/2014,623.36,624.77,627.42,613.76,63303150
20/10/2014,624.98,628.09,632.52,622.21,36053010
21/10/2014,627.96,633.81,635.36,627.11,32169210
22/10/2014,635.72,637.85,639.55,635.02,43680320
23/10/2014,636.33,630.84,638.56,630.84,66977948
24/10/2014,629.83,629.52,633.04,625.49,32082660
27/10/2014,626.19,615.15,628.64,615.15,42590092
28/10/2014,613.23,618.99,621.19,613.23,59107719
29/10/2014,620.18,628.1,628.6,620.18,45989216
30/10/2014,628.5,627.21,630.62,626.5,36336140
31/10/2014,628.53,638.78,638.78,626.64,53796420
3/11/2014,644.03,644.64,646.76,642.47,44335553
4/11/2014,641.73,639.91,644.75,639.91,35112410
